26,49,t,0
168,106,d,1
25,70,d,2
161,152,t,0
83,61,d,4
164,81,d,4
86,172,d,1
88,107,d,3
175,133,d,3
194,48,d,4
25,147,t,0
49,170,d,3
65,104,t,0
74,172,d,1
180,127,d,3
178,158,d,3
143,167,t,0
51,21,t,0
55,52,d,1
25,140,t,0
188,60,d,4
84,22,t,0
26,106,t,0
73,182,d,1
120,169,d,3
187,139,d,3
184,26,d,1
61,170,d,2
193,153,d,3
172,34,t,0
167,170,d,3
145,130,d,3
113,70,d,4
30,22,t,0
107,21,t,0
100,164,t,0
177,118,d,3
53,45,d,1
153,151,t,0
116,169,t,0
173,84,d,1
63,16,d,4
26,91,t,0
103,174,d,2
26,72,t,0
154,102,t,0
125,169,d,3
26,93,t,0
176,123,d,3
112,85,t,0
129,103,t,0
27,136,t,0
14,14,d,2
163,108,d,3
127,170,d,3
74,184,d,1
24,61,d,2
100,152,t,0
67,179,d,3
162,39,t,0
58,142,d,1
22,70,d,2
185,25,d,1
92,99,t,0
142,102,t,0
103,58,d,4
187,151,d,3
100,104,t,0
47,132,t,0
166,106,d,1
76,7,d,1
185,53,d,4
55,20,t,0
25,69,t,0
165,180,d,3
165,103,d,4
136,84,d,4
48,43,t,0
104,128,d,3
26,102,t,0
161,132,d,3
172,31,t,0
119,169,t,0
170,111,d,3
186,63,d,1
124,85,t,0
128,19,d,2
140,85,t,0
169,101,d,1
108,84,e,2
115,105,d,3
131,168,t,0
120,168,t,0
190,56,d,4
48,20,t,0
141,86,t,0
33,20,t,0
68,49,d,1
162,122,d,3
149,57,d,4
28,38,t,0
34,20,t,0
168,126,d,3
158,121,d,3
72,183,d,3
45,20,t,0
59,136,d,1
43,23,t,0
19,90,d,2
23,54,d,2
54,40,d,1
49,56,t,0
93,60,d,4
65,141,d,1
42,169,t,0
50,21,t,0
18,173,d,3
111,20,t,0
132,20,t,0
191,32,d,1
60,18,d,4
113,21,t,0
123,20,t,0
174,110,d,1
71,181,d,1
66,19,d,1
163,85,t,0
103,62,d,4
170,158,t,0
19,157,d,2
66,85,t,0
124,20,t,0
143,21,t,0
53,168,t,0
90,81,d,4
176,38,d,1
152,85,t,0
162,20,t,0
132,120,d,3
121,113,d,3
50,40,d,1
97,116,d,3
