92,77,2,0,75,75
70,78,0,1,-1,-1
17,76,0,3,-1,-1
47,50,0,3,-1,-1
72,48,0,1,-1,-1
52,46,0,3,-1,-1
15,43,0,2,-1,-1
93,74,2,0,75,75
81,23,0,3,-1,-1
46,78,0,3,-1,-1
49,84,0,2,-1,-1
77,45,0,2,-1,-1
30,82,0,2,-1,-1
41,15,0,3,-1,-1
80,80,0,1,-1,-1
75,15,0,1,-1,-1
18,74,0,2,-1,-1
71,75,0,1,-1,-1
20,38,0,1,-1,-1
87,48,1,1,82,48
98,69,2,4,75,75
54,80,0,2,-1,-1
69,47,0,3,-1,-1
26,15,0,2,-1,-1
21,29,0,2,-1,-1
83,52,1,1,80,52
79,51,0,3,-1,-1
85,46,1,0,82,48
45,53,0,2,-1,-1
81,81,0,1,-1,-1
16,69,0,3,-1,-1
13,42,0,2,-1,-1
82,18,0,3,-1,-1
71,84,0,1,-1,-1
84,79,0,1,-1,-1
50,16,0,1,-1,-1
91,69,2,4,75,75
75,81,0,3,-1,-1
15,49,0,2,-1,-1
64,23,0,1,-1,-1
74,21,0,3,-1,-1
14,20,0,2,-1,-1
71,46,0,1,-1,-1
59,52,0,1,-1,-1
63,17,0,4,-1,-1
67,46,0,4,-1,-1
17,21,0,3,-1,-1
51,83,0,3,-1,-1
69,52,0,2,-1,-1
23,15,0,2,-1,-1
55,76,0,2,-1,-1
94,76,2,0,75,75
65,47,0,1,-1,-1
15,66,0,1,-1,-1
84,47,1,0,82,48
86,18,0,1,-1,-1
78,24,0,1,-1,-1
14,39,0,2,-1,-1
60,80,0,2,-1,-1
81,18,0,3,-1,-1
25,17,0,4,-1,-1
32,82,0,1,-1,-1
85,80,0,3,-1,-1
76,77,0,3,-1,-1
32,28,0,4,-1,-1
24,84,0,2,-1,-1
70,52,0,4,-1,-1
85,19,0,3,-1,-1
97,71,2,4,75,75
72,53,0,2,-1,-1
30,25,0,3,-1,-1
30,36,0,4,-1,-1
88,79,1,0,85,79
63,19,0,1,-1,-1
86,48,1,0,82,48
75,54,0,1,-1,-1
98,74,2,4,75,75
93,72,2,0,75,75
95,73,2,4,75,75
11,76,1,4,13,78
71,80,0,4,-1,-1
84,22,0,2,-1,-1
64,51,0,3,-1,-1
73,22,0,3,-1,-1
33,24,0,4,-1,-1
16,77,0,2,-1,-1
92,75,2,0,75,75
19,67,0,3,-1,-1
21,70,0,2,-1,-1
18,52,0,4,-1,-1
79,82,0,3,-1,-1
87,52,1,1,80,52
19,71,0,1,-1,-1
42,48,0,3,-1,-1
78,45,0,3,-1,-1
29,18,0,3,-1,-1
80,17,0,3,-1,-1
84,16,0,4,-1,-1
28,60,0,1,-1,-1
55,20,0,1,-1,-1
69,80,0,4,-1,-1
18,75,0,2,-1,-1
14,54,0,4,-1,-1
86,83,0,2,-1,-1
56,21,0,1,-1,-1
18,71,0,4,-1,-1
42,21,0,1,-1,-1
68,16,0,4,-1,-1
63,20,0,2,-1,-1
22,17,0,4,-1,-1
58,81,0,4,-1,-1
13,76,0,1,-1,-1
95,75,2,0,75,75
65,45,0,1,-1,-1
16,40,0,3,-1,-1
23,49,0,4,-1,-1
30,43,0,2,-1,-1
92,66,2,0,75,75
39,15,0,1,-1,-1
52,76,0,4,-1,-1
18,65,0,2,-1,-1
61,54,0,4,-1,-1
15,84,0,1,-1,-1
83,48,1,0,82,48
14,18,0,3,-1,-1
21,78,0,3,-1,-1
65,49,0,1,-1,-1
65,82,0,3,-1,-1
22,73,0,3,-1,-1
42,22,0,1,-1,-1
29,74,0,2,-1,-1
58,50,0,1,-1,-1
83,81,0,4,-1,-1
20,41,0,2,-1,-1
74,20,0,1,-1,-1
43,15,0,2,-1,-1
90,76,2,0,75,75
57,47,0,1,-1,-1
61,18,0,1,-1,-1
83,83,0,4,-1,-1
18,63,0,3,-1,-1
80,15,0,1,-1,-1
72,81,0,3,-1,-1
84,48,1,0,82,48
86,53,1,1,82,53
57,15,0,1,-1,-1
99,68,2,4,75,75
97,76,2,4,75,75
64,20,0,3,-1,-1
59,78,0,1,-1,-1
52,15,0,2,-1,-1
27,49,0,1,-1,-1
40,24,0,1,-1,-1
4,25,2,0,25,25
15,16,0,2,-1,-1
62,21,0,1,-1,-1
26,38,0,4,-1,-1
61,15,0,1,-1,-1
61,49,0,3,-1,-1
26,71,0,3,-1,-1
69,19,0,2,-1,-1
83,49,1,0,82,48
62,84,0,1,-1,-1
42,78,0,3,-1,-1
67,76,0,3,-1,-1
81,47,0,1,-1,-1
34,73,0,2,-1,-1
31,54,0,3,-1,-1
82,78,0,3,-1,-1
99,72,2,4,75,75
53,78,0,3,-1,-1
25,71,0,2,-1,-1
20,23,0,2,-1,-1
94,75,2,0,75,75
16,50,0,4,-1,-1
13,63,0,3,-1,-1
26,56,0,3,-1,-1
96,71,2,4,75,75
30,20,0,3,-1,-1
14,22,0,2,-1,-1
64,45,0,3,-1,-1
95,77,2,0,75,75
35,37,0,1,-1,-1
26,62,0,2,-1,-1
67,54,0,4,-1,-1
34,76,0,1,-1,-1
24,33,0,3,-1,-1
86,54,1,4,82,53
30,75,0,4,-1,-1
53,48,0,4,-1,-1
80,77,0,4,-1,-1
83,75,0,3,-1,-1
65,19,0,3,-1,-1
45,78,0,4,-1,-1
55,19,0,4,-1,-1
79,15,0,2,-1,-1
10,79,1,0,13,78
46,52,0,1,-1,-1
33,27,0,4,-1,-1
19,34,0,4,-1,-1
50,82,0,3,-1,-1
17,81,0,4,-1,-1
63,22,0,1,-1,-1
86,23,0,2,-1,-1
36,25,0,4,-1,-1
19,63,0,3,-1,-1
59,46,0,1,-1,-1
13,25,0,4,-1,-1
82,46,0,4,-1,-1
76,22,0,3,-1,-1
52,83,0,4,-1,-1
21,42,0,2,-1,-1
77,53,0,1,-1,-1
29,54,0,4,-1,-1
5,33,2,0,15,35
47,23,0,1,-1,-1
93,45,2,0,75,45
53,77,0,4,-1,-1
7,75,2,0,25,75
32,63,0,1,-1,-1
43,80,0,1,-1,-1
14,47,0,4,-1,-1
97,77,2,0,75,75
19,84,0,1,-1,-1
65,81,0,1,-1,-1
59,23,0,1,-1,-1
93,73,2,0,75,75
29,26,0,4,-1,-1
63,54,0,4,-1,-1
29,81,0,2,-1,-1
77,24,0,4,-1,-1
47,22,0,2,-1,-1
25,34,0,3,-1,-1
87,77,0,3,-1,-1
65,15,0,1,-1,-1
74,80,0,1,-1,-1
48,82,0,2,-1,-1
12,21,1,0,13,20
94,74,2,4,75,75
36,26,0,1,-1,-1
25,63,0,2,-1,-1
20,63,0,3,-1,-1
85,48,1,0,82,48
65,77,0,1,-1,-1
25,82,0,2,-1,-1
87,23,0,3,-1,-1
56,15,0,3,-1,-1
81,22,0,4,-1,-1
29,78,0,4,-1,-1
22,83,0,2,-1,-1
92,73,2,4,75,75
51,24,0,2,-1,-1
28,80,0,2,-1,-1
12,22,1,3,13,20
82,76,0,2,-1,-1
11,77,1,0,13,78
76,82,0,3,-1,-1
12,20,1,2,13,20
73,19,0,4,-1,-1
58,16,0,3,-1,-1
6,77,2,0,25,75
10,41,1,0,13,42
41,82,0,2,-1,-1
13,38,0,1,-1,-1
74,81,0,2,-1,-1
50,81,0,1,-1,-1
79,78,0,4,-1,-1
22,84,0,2,-1,-1
84,46,1,0,82,48
23,20,0,1,-1,-1
49,82,0,4,-1,-1
80,53,0,4,-1,-1
16,28,0,3,-1,-1
15,76,0,4,-1,-1
85,78,0,4,-1,-1
30,70,0,2,-1,-1
29,30,0,1,-1,-1
98,75,2,4,75,75
71,52,0,1,-1,-1
36,23,0,1,-1,-1
66,80,0,1,-1,-1
12,24,1,0,13,20
20,24,0,2,-1,-1
15,36,0,2,-1,-1
39,54,0,4,-1,-1
22,76,0,4,-1,-1
81,84,0,2,-1,-1
77,15,0,3,-1,-1
94,45,2,1,75,45
7,76,2,0,25,75
80,24,0,4,-1,-1
36,70,0,1,-1,-1
10,75,1,0,-1,-1
28,70,0,3,-1,-1
30,72,0,2,-1,-1
58,23,0,3,-1,-1
93,76,2,0,75,75
87,84,0,4,-1,-1
38,17,0,2,-1,-1
54,53,0,3,-1,-1
86,76,0,1,-1,-1
69,54,0,4,-1,-1
68,82,0,1,-1,-1
31,21,0,4,-1,-1
19,77,0,1,-1,-1
0,26,2,0,25,25
30,29,0,1,-1,-1
24,31,0,4,-1,-1
35,16,0,1,-1,-1
80,19,0,2,-1,-1
74,16,0,2,-1,-1
70,77,0,1,-1,-1
68,84,0,1,-1,-1
94,69,2,4,75,75
11,78,1,0,13,78
51,23,0,2,-1,-1
75,84,0,1,-1,-1
74,52,0,4,-1,-1
88,52,1,4,80,52
63,82,0,3,-1,-1
73,50,0,1,-1,-1
19,39,0,2,-1,-1
7,25,2,2,25,25
30,57,0,4,-1,-1
26,21,0,1,-1,-1
73,78,0,1,-1,-1
22,77,0,3,-1,-1
25,18,0,1,-1,-1
6,76,2,0,25,75
60,17,0,1,-1,-1
86,15,0,1,-1,-1
53,20,0,1,-1,-1
81,75,0,2,-1,-1
23,16,0,1,-1,-1
15,78,0,2,-1,-1
73,84,0,4,-1,-1
49,77,0,2,-1,-1
53,46,0,1,-1,-1
82,53,0,3,-1,-1
21,32,0,4,-1,-1
57,48,0,1,-1,-1
82,83,0,4,-1,-1
69,83,0,1,-1,-1
21,26,0,2,-1,-1
35,79,0,4,-1,-1
10,22,1,3,13,20
50,49,0,1,-1,-1
86,51,1,4,80,52
14,25,0,4,-1,-1
8,25,2,0,25,25
13,29,0,1,-1,-1
84,77,0,2,-1,-1
84,24,0,2,-1,-1
88,75,1,0,-1,-1
35,22,0,1,-1,-1
33,77,0,3,-1,-1
6,75,2,0,25,75
81,52,0,3,-1,-1
31,71,0,2,-1,-1
95,66,2,0,75,75
5,25,2,0,25,25
88,45,1,0,82,48
75,51,0,4,-1,-1
37,30,0,4,-1,-1
29,67,0,1,-1,-1
48,76,0,4,-1,-1
17,84,0,1,-1,-1
17,35,0,4,-1,-1
31,83,0,3,-1,-1
31,59,0,2,-1,-1
57,18,0,4,-1,-1
55,21,0,3,-1,-1
18,82,0,4,-1,-1
29,36,0,2,-1,-1
62,82,0,4,-1,-1
24,52,0,2,-1,-1
15,74,0,2,-1,-1
21,48,0,2,-1,-1
59,53,0,2,-1,-1
83,16,0,4,-1,-1
79,48,0,3,-1,-1
22,19,0,2,-1,-1
55,49,0,2,-1,-1
87,18,0,4,-1,-1
16,15,0,3,-1,-1
92,74,2,0,75,75
42,18,0,1,-1,-1
57,45,0,1,-1,-1
28,24,0,4,-1,-1
92,76,2,0,75,75
87,21,0,4,-1,-1
57,82,0,4,-1,-1
19,46,0,2,-1,-1
87,80,0,3,-1,-1
61,23,0,2,-1,-1
60,75,0,2,-1,-1
68,51,0,1,-1,-1
71,81,0,2,-1,-1
45,80,0,3,-1,-1
22,67,0,2,-1,-1
16,58,0,4,-1,-1
70,16,0,4,-1,-1
11,21,1,3,13,20
59,20,0,2,-1,-1
13,34,0,3,-1,-1
82,23,0,2,-1,-1
9,25,2,0,25,25
63,78,0,2,-1,-1
68,50,0,4,-1,-1
28,32,0,4,-1,-1
19,18,0,3,-1,-1
87,51,1,4,82,53
34,69,0,4,-1,-1
19,38,0,2,-1,-1
16,27,0,4,-1,-1
18,69,0,4,-1,-1
32,45,0,1,-1,-1
71,54,0,2,-1,-1
85,54,1,0,82,53
15,56,0,1,-1,-1
43,82,0,4,-1,-1
67,22,0,1,-1,-1
43,19,0,1,-1,-1
85,53,1,0,80,52
31,37,0,4,-1,-1
89,75,2,1,75,75
21,16,0,4,-1,-1
84,54,1,0,82,53
17,18,0,2,-1,-1
83,51,1,0,80,52
78,51,0,2,-1,-1
74,76,0,1,-1,-1
40,17,0,1,-1,-1
61,81,0,2,-1,-1
34,17,0,1,-1,-1
41,76,0,4,-1,-1
75,24,0,1,-1,-1
39,48,0,2,-1,-1
49,50,0,3,-1,-1
27,69,0,3,-1,-1
93,75,2,0,75,75
36,24,0,1,-1,-1
73,49,0,1,-1,-1
52,24,0,4,-1,-1
5,75,2,0,25,75
89,52,1,4,80,52
96,72,2,4,75,75
62,52,0,1,-1,-1
29,37,0,2,-1,-1
54,51,0,3,-1,-1
18,77,0,3,-1,-1
30,41,0,2,-1,-1
26,67,0,1,-1,-1
20,40,0,4,-1,-1
92,70,2,4,75,75
41,20,0,1,-1,-1
78,19,0,3,-1,-1
89,79,1,0,85,79
53,15,0,1,-1,-1
49,79,0,2,-1,-1
33,35,0,1,-1,-1
13,26,0,3,-1,-1
71,19,0,2,-1,-1
84,53,1,4,82,53
90,72,2,4,75,75
72,22,0,2,-1,-1
61,48,0,1,-1,-1
13,40,0,3,-1,-1
45,17,0,1,-1,-1
16,37,0,3,-1,-1
89,45,1,0,-1,-1
13,84,0,1,-1,-1
86,82,0,2,-1,-1
80,75,0,2,-1,-1
38,84,0,1,-1,-1
17,31,0,1,-1,-1
26,76,0,4,-1,-1
61,83,0,4,-1,-1
70,21,0,3,-1,-1
50,51,0,4,-1,-1
36,56,0,1,-1,-1
96,77,2,4,75,75
13,31,0,1,-1,-1
46,47,0,1,-1,-1
86,49,1,0,82,48
78,83,0,3,-1,-1
77,19,0,2,-1,-1
64,15,0,2,-1,-1
54,22,0,2,-1,-1
62,80,0,2,-1,-1
85,47,1,0,82,48
32,73,0,2,-1,-1
69,81,0,2,-1,-1
65,50,0,1,-1,-1
64,24,0,1,-1,-1
14,82,0,1,-1,-1
19,16,0,4,-1,-1
77,79,0,2,-1,-1
62,50,0,4,-1,-1
3,25,2,2,25,25
